ANO_ELEICAO,NM_UE,DS_CARGO,NR_CANDIDATO,NM_CANDIDATO,NM_URNA_CANDIDATO,NM_SOCIAL_CANDIDATO,DS_SITUACAO_CANDIDATURA,TP_AGREMIACAO,SG_PARTIDO,NM_PARTIDO,NM_FEDERACAO,SG_FEDERACAO,DS_COMPOSICAO_FEDERACAO,SQ_COLIGACAO,NM_COLIGACAO,DS_COMPOSICAO_COLIGACAO,SG_UF_NASCIMENTO,DT_NASCIMENTO,DS_GENERO,DS_GRAU_INSTRUCAO,DS_ESTADO_CIVIL,DS_COR_RACA,DS_OCUPACAO,DS_SIT_TOT_TURNO,ANO_NASCIMENTO,IDADE
2016,SALVADOR,VEREADOR,19500,JEFERSON DE JESUS DIAS,NGÃO,#NULO#,APTO,PARTIDO ISOLADO,PTN,PARTIDO TRABALHISTA NACIONAL,#NULO#,#NULO#,#NULO#,50000001056,PARTIDO ISOLADO,PTN,BA,1975-01-06,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,POLICIAL MILITAR,SUPLENTE,1975,41
2016,SALVADOR,VEREADOR,77678,JOSE CARLOS SOVERAL DA SILVA,J CARLOS FILHO,#NULO#,APTO,COLIGAÇÃO,SD,SOLIDARIEDADE,#NULO#,#NULO#,#NULO#,50000001055,SALVADOR SOLIDÁRIO E SUSTENTÁVEL,SD / PV,BA,1975-11-01,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,VEREADOR,SUPLENTE,1975,41
2016,SALVADOR,VEREADOR,12212,MARGARETE BARROS MEIRELES PINHEIRO,MARGARETE MEIRELES,#NULO#,APTO,COLIGAÇÃO,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,#NULO#,#NULO#,#NULO#,50000002607,AGORA É O NOVO,PDT / PROS / PSL,BA,1971-05-01,FEMININO,SUPERIOR COMPLETO,DIVORCIADO(A),PARDA,POLICIAL MILITAR,SUPLENTE,1971,45
2016,SALVADOR,VEREADOR,44193,LUIZ HENRIQUE OLIVEIRA BEHRENS,LULA HENRIQUE,#NULO#,APTO,COLIGAÇÃO,PRP,PARTIDO REPUBLICANO PROGRESSISTA,#NULO#,#NULO#,#NULO#,50000001733,JUNTOS POR SALVADOR,PRP / PMN,BA,1960-12-11,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,OUTROS,NÃO ELEITO,1960,56
2016,SALVADOR,VEREADOR,40259,ONIZIO CASEMIRO DA SILVA JUNIOR,CASEMIRO,#NULO#,APTO,PARTIDO ISOLADO,PSB,PARTIDO SOCIALISTA BRASILEIRO,#NULO#,#NULO#,#NULO#,50000001767,PARTIDO ISOLADO,PSB,PA,1978-12-20,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,HISTORIADOR,SUPLENTE,1978,38
2016,SALVADOR,VEREADOR,40022,EGIDIO ALVES DOS SANTOS,EGIDIO ALVES,#NULO#,APTO,PARTIDO ISOLADO,PSB,PARTIDO SOCIALISTA BRASILEIRO,#NULO#,#NULO#,#NULO#,50000001767,PARTIDO ISOLADO,PSB,BA,1966-02-17,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,OUTROS,SUPLENTE,1966,50
2016,SALVADOR,VEREADOR,40112,JOSÉ MIGUEL DOS SANTOS,JOSÉ MIGUEL,#NULO#,APTO,PARTIDO ISOLADO,PSB,PARTIDO SOCIALISTA BRASILEIRO,#NULO#,#NULO#,#NULO#,50000001767,PARTIDO ISOLADO,PSB,SE,1943-10-16,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),SUPLENTE,1943,73
2016,SALVADOR,VEREADOR,77234,BRUNO OLIVEIRA ALENCAR PEREIRA,BRUNO ALENCAR,#NULO#,APTO,COLIGAÇÃO,SD,SOLIDARIEDADE,#NULO#,#NULO#,#NULO#,50000001055,SALVADOR SOLIDÁRIO E SUSTENTÁVEL,SD / PV,BA,1979-07-14,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PRETA,COMERCIANTE,SUPLENTE,1979,37
2016,SALVADOR,VEREADOR,45466,ANTONIO FERNANDO DOS SANTOS NASCIMENTO,FERNANDO NASCIMENTO,#NULO#,APTO,PARTIDO ISOLADO,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,#NULO#,#NULO#,#NULO#,50000000340,PARTIDO ISOLADO,PSDB,BA,1964-08-15,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,EMPRESÁRIO,SUPLENTE,1964,52
2016,SALVADOR,VEREADOR,45350,JOSENEI SANTOS DA CRUZ,NEI DO BAR,#NULO#,APTO,PARTIDO ISOLADO,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,#NULO#,#NULO#,#NULO#,50000000340,PARTIDO ISOLADO,PSDB,BA,1968-10-01,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,CASADO(A),PARDA,COMERCIANTE,SUPLENTE,1968,48
2016,SALVADOR,VEREADOR,55222,ISAQUE GUEDES DOS SANTOS,ISAAC GUEDES,#NULO#,APTO,COLIGAÇÃO,PSD,PARTIDO SOCIAL DEMOCRÁTICO,#NULO#,#NULO#,#NULO#,50000002073,"AVANÇA, SALVADOR!",PC do B / PSD / PT,BA,1969-10-17,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,EMPRESÁRIO,SUPLENTE,1969,47
2016,SALVADOR,VEREADOR,44104,EVERALDO ROSSI JÚNIOR,JÚNIOR ROSSI,#NULO#,APTO,COLIGAÇÃO,PRP,PARTIDO REPUBLICANO PROGRESSISTA,#NULO#,#NULO#,#NULO#,50000001733,JUNTOS POR SALVADOR,PRP / PMN,BA,1972-10-27,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,OUTROS,NÃO ELEITO,1972,44
2016,SALVADOR,VEREADOR,15678,SANDOVAL SOUZA GUIMARÃES,SANDOVAL GUIMARÃES,#NULO#,APTO,COLIGAÇÃO,PMDB,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,#NULO#,#NULO#,#NULO#,50000000869,SALVADOR NO CAMINHO CERTO,PMDB / PSDC,BA,1946-04-15,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,MÉDICO,SUPLENTE,1946,70
2016,SALVADOR,VEREADOR,15022,VIVIANE SOUZA SANTOS,VIVIANE SOUZA SANTOS,#NULO#,APTO,COLIGAÇÃO,PMDB,PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO,#NULO#,#NULO#,#NULO#,50000000869,SALVADOR NO CAMINHO CERTO,PMDB / PSDC,BA,1985-11-11,FEMININO,ENSINO FUNDAMENTAL COMPLETO,SOLTEIRO(A),PARDA,OUTROS,SUPLENTE,1985,31
2016,SALVADOR,VEREADOR,77450,WILSON PEREIRA LOPES,WILSON LOPES,#NULO#,APTO,COLIGAÇÃO,SD,SOLIDARIEDADE,#NULO#,#NULO#,#NULO#,50000001055,SALVADOR SOLIDÁRIO E SUSTENTÁVEL,SD / PV,RJ,1973-02-18,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,POLICIAL MILITAR,SUPLENTE,1973,43
2016,SALVADOR,VEREADOR,43150,ELIEL CAPISTRANO DE SOUSA,ELIEL,#NULO#,APTO,COLIGAÇÃO,PV,PARTIDO VERDE,#NULO#,#NULO#,#NULO#,50000001055,SALVADOR SOLIDÁRIO E SUSTENTÁVEL,SD / PV,BA,1970-04-17,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,VEREADOR,SUPLENTE,1970,46
2016,SALVADOR,VEREADOR,11477,CARLOS AUGUSTO RODRIGUES DE BRITO,NINHA BRITO,#NULO#,APTO,COLIGAÇÃO,PP,PARTIDO PROGRESSISTA,#NULO#,#NULO#,#NULO#,50000001063,SALVADOR MERECE MAIS,PR / PP,BA,1959-08-28,MASCULINO,ENSINO MÉDIO COMPLETO,VIÚVO(A),PRETA,CANTOR E COMPOSITOR,NÃO ELEITO,1959,57
2016,SALVADOR,VEREADOR,77111,JORGE BASTOS BORGES,JORGE BASTOS,#NULO#,APTO,COLIGAÇÃO,SD,SOLIDARIEDADE,#NULO#,#NULO#,#NULO#,50000001055,SALVADOR SOLIDÁRIO E SUSTENTÁVEL,SD / PV,BA,1960-11-28,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,OUTROS,SUPLENTE,1960,56
2016,SALVADOR,VEREADOR,44357,JAIRO OLIVEIRA LIMA,JAIRO NA FÉ,#NULO#,APTO,COLIGAÇÃO,PRP,PARTIDO REPUBLICANO PROGRESSISTA,#NULO#,#NULO#,#NULO#,50000001733,JUNTOS POR SALVADOR,PRP / PMN,BA,1969-05-02,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,POLICIAL MILITAR,NÃO ELEITO,1969,47
2016,SALVADOR,VEREADOR,77156,GILMÁRIA OLIVEIRA DOS SANTOS,PRÓ GIL,#NULO#,APTO,COLIGAÇÃO,SD,SOLIDARIEDADE,#NULO#,#NULO#,#NULO#,50000001055,SALVADOR SOLIDÁRIO E SUSTENTÁVEL,SD / PV,BA,1976-06-15,FEMININO,SUPERIOR COMPLETO,CASADO(A),PRETA,PEDAGOGO,SUPLENTE,1976,40
2016,SALVADOR,VEREADOR,40890,CLEIDIANE DE MELO,CLEIDE MELO,#NULO#,APTO,PARTIDO ISOLADO,PSB,PARTIDO SOCIALISTA BRASILEIRO,#NULO#,#NULO#,#NULO#,50000001767,PARTIDO ISOLADO,PSB,BA,1984-07-04,FEMININO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PARDA,OUTROS,SUPLENTE,1984,32
2016,SALVADOR,VEREADOR,45022,ANDERSON SILVA SANTOS,ANDERSON SILVA,#NULO#,APTO,PARTIDO ISOLADO,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,#NULO#,#NULO#,#NULO#,50000000340,PARTIDO ISOLADO,PSDB,BA,1994-11-01,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,OUTROS,SUPLENTE,1994,22
2016,SALVADOR,VEREADOR,25303,JOSUÉ XAVIER MAGALHÃES,XAVIER MAGALHÃES,#NULO#,APTO,COLIGAÇÃO,DEM,DEMOCRATAS,#NULO#,#NULO#,#NULO#,50000000986,AMOR POR SALVADOR,DEM / PRB / PMB,BA,1974-12-23,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,OUTROS,SUPLENTE,1974,42
2016,SALVADOR,VEREADOR,23707,MARIA ASSIS DA FÉ,MARIA DA FE,#NULO#,APTO,COLIGAÇÃO,PPS,PARTIDO POPULAR SOCIALISTA,#NULO#,#NULO#,#NULO#,50000001645,Decência e Trabalho,PTB / PPS,BA,1951-05-01,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,APOSENTADO (EXCETO SERVIDOR PÚBLICO),SUPLENTE,1951,65
2016,SALVADOR,VEREADOR,23125,LUIS CARLOS OLIVEIRA SANTANA,LUIS SANTANA,#NULO#,APTO,COLIGAÇÃO,PPS,PARTIDO POPULAR SOCIALISTA,#NULO#,#NULO#,#NULO#,50000001645,Decência e Trabalho,PTB / PPS,BA,1970-09-25,MASCULINO,SUPERIOR INCOMPLETO,SOLTEIRO(A),PARDA,TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO),SUPLENTE,1970,46
2016,SALVADOR,VEREADOR,10456,IREUDA DE JESUS SILVA,IREUDA SILVA,#NULO#,APTO,COLIGAÇÃO,PRB,PARTIDO REPUBLICANO BRASILEIRO,#NULO#,#NULO#,#NULO#,50000000986,AMOR POR SALVADOR,DEM / PRB / PMB,BA,1961-10-01,FEMININO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PRETA,OUTROS,ELEITO POR QP,1961,55
2016,SALVADOR,VEREADOR,23044,FERNANDA LOPES DE OLIVEIRA,FERNANDA LOPPYS,#NULO#,APTO,COLIGAÇÃO,PPS,PARTIDO POPULAR SOCIALISTA,#NULO#,#NULO#,#NULO#,50000001645,Decência e Trabalho,PTB / PPS,BA,1988-05-15,FEMININO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",SUPLENTE,1988,28
2016,SALVADOR,VEREADOR,25174,MARINALVA DOS SANTOS FERREIRA,PROFA MARINALVA FERREIRA,#NULO#,APTO,COLIGAÇÃO,DEM,DEMOCRATAS,#NULO#,#NULO#,#NULO#,50000000986,AMOR POR SALVADOR,DEM / PRB / PMB,BA,1954-04-28,FEMININO,SUPERIOR COMPLETO,CASADO(A),PRETA,OUTROS,SUPLENTE,1954,62
2016,SALVADOR,VEREADOR,90024,ANDRÉ LUIS BORGES SANTOS,FELINA DO POVÃO,#NULO#,APTO,COLIGAÇÃO,PROS,PARTIDO REPUBLICANO DA ORDEM SOCIAL,#NULO#,#NULO#,#NULO#,50000002607,AGORA É O NOVO,PDT / PROS / PSL,BA,1976-10-28,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,REPRESENTANTE COMERCIAL,SUPLENTE,1976,40
2016,SALVADOR,VEREADOR,33615,ANTONIO BATISTA SANTOS,ANTONIO BATISTA,#NULO#,APTO,COLIGAÇÃO,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,#NULO#,#NULO#,#NULO#,50000001733,JUNTOS POR SALVADOR,PRP / PMN,BA,1950-12-20,MASCULINO,ENSINO MÉDIO COMPLETO,DIVORCIADO(A),PRETA,MILITAR REFORMADO,NÃO ELEITO,1950,66
2016,SALVADOR,VEREADOR,54600,JUCELIO CORDEIRO DE OLIVEIRA,JUCELIO CORDEIRO,#NULO#,APTO,PARTIDO ISOLADO,PPL,PARTIDO PÁTRIA LIVRE,#NULO#,#NULO#,#NULO#,50000002526,PARTIDO ISOLADO,PPL,BA,1960-08-05,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO FEDERAL,NÃO ELEITO,1960,56
2016,SALVADOR,VEREADOR,51155,VALQUIRIO CARDOSO DE ALMEIDA,CARDOSO,#NULO#,APTO,PARTIDO ISOLADO,PATRIOTA,PARTIDO ECOLÓGICO NACIONAL,#NULO#,#NULO#,#NULO#,50000001652,PARTIDO ISOLADO,PATRIOTA,BA,1966-01-23,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,OUTROS,SUPLENTE,1966,50
2016,SALVADOR,VEREADOR,20111,MARLON OLIVEIRA SANTOS,MARLON,#NULO#,APTO,PARTIDO ISOLADO,PSC,PARTIDO SOCIAL CRISTÃO,#NULO#,#NULO#,#NULO#,50000001047,PARTIDO ISOLADO,PSC,BA,1963-05-28,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),BRANCA,EMPRESÁRIO,SUPLENTE,1963,53
2016,SALVADOR,VEREADOR,51678,CANDAI PEREIRA CARNEIRO,CANDAI CARNEIRO,#NULO#,APTO,PARTIDO ISOLADO,PATRIOTA,PARTIDO ECOLÓGICO NACIONAL,#NULO#,#NULO#,#NULO#,50000001652,PARTIDO ISOLADO,PATRIOTA,BA,1994-11-15,MASCULINO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PARDA,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",SUPLENTE,1994,22
2016,SALVADOR,VEREADOR,35100,OSVALDINO FELIX DOS SANTOS JUNIOR,FELIX,#NULO#,APTO,COLIGAÇÃO,PMB,PARTIDO DA MULHER BRASILEIRA,#NULO#,#NULO#,#NULO#,50000000986,AMOR POR SALVADOR,DEM / PRB / PMB,BA,1978-12-03,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PRETA,POLICIAL MILITAR,SUPLENTE,1978,38
2016,SALVADOR,VEREADOR,55444,UILINTON DE JESUS SANTANA,TOM TICO MICO,#NULO#,APTO,COLIGAÇÃO,PSD,PARTIDO SOCIAL DEMOCRÁTICO,#NULO#,#NULO#,#NULO#,50000002073,"AVANÇA, SALVADOR!",PC do B / PSD / PT,BA,1981-03-24,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,EMPRESÁRIO,SUPLENTE,1981,35
2016,SALVADOR,VEREADOR,11024,JOSE GILBERTO SANTOS OLIVEIRA,GIL KAYALA,#NULO#,APTO,COLIGAÇÃO,PP,PARTIDO PROGRESSISTA,#NULO#,#NULO#,#NULO#,50000001063,SALVADOR MERECE MAIS,PR / PP,BA,1964-08-22,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PRETA,OUTROS,NÃO ELEITO,1964,52
2016,SALVADOR,VEREADOR,43443,DOUGLAS TAVARES DOS SANTOS,DOUGLAS TAVARES,#NULO#,APTO,COLIGAÇÃO,PV,PARTIDO VERDE,#NULO#,#NULO#,#NULO#,50000001055,SALVADOR SOLIDÁRIO E SUSTENTÁVEL,SD / PV,BA,1977-06-14,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,OUTROS,SUPLENTE,1977,39
2016,SALVADOR,VEREADOR,10171,EVALDO BARBOSA MATOS,DR. EVALDO BARBOSA,#NULO#,APTO,COLIGAÇÃO,PRB,PARTIDO REPUBLICANO BRASILEIRO,#NULO#,#NULO#,#NULO#,50000000986,AMOR POR SALVADOR,DEM / PRB / PMB,BA,1967-02-25,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PRETA,ADVOGADO,SUPLENTE,1967,49
2016,SALVADOR,VEREADOR,54002,EDNÉIA MARTINS DA SILVA SANTOS,NEIA DA BAHIA,#NULO#,APTO,PARTIDO ISOLADO,PPL,PARTIDO PÁTRIA LIVRE,#NULO#,#NULO#,#NULO#,50000002526,PARTIDO ISOLADO,PPL,BA,1977-01-03,FEMININO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO),NÃO ELEITO,1977,39
2016,SALVADOR,VEREADOR,23004,ANTÔNIO JOÃO GUSMAO CUNHA,DR GUSMÃO,#NULO#,APTO,COLIGAÇÃO,PPS,PARTIDO POPULAR SOCIALISTA,#NULO#,#NULO#,#NULO#,50000001645,Decência e Trabalho,PTB / PPS,BA,1969-10-08,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,ADVOGADO,SUPLENTE,1969,47
2016,SALVADOR,VEREADOR,11333,MARIVALDO XAVIER DE CASTRO,MARIVALDO XAVIER,#NULO#,APTO,COLIGAÇÃO,PP,PARTIDO PROGRESSISTA,#NULO#,#NULO#,#NULO#,50000001063,SALVADOR MERECE MAIS,PR / PP,BA,1963-01-18,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ECONOMISTA,NÃO ELEITO,1963,53
2016,SALVADOR,VEREADOR,19034,RONALDO DOS SANTOS PIMENTA,RONE PIMENTA,#NULO#,APTO,PARTIDO ISOLADO,PTN,PARTIDO TRABALHISTA NACIONAL,#NULO#,#NULO#,#NULO#,50000001056,PARTIDO ISOLADO,PTN,BA,1977-09-03,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PRETA,OUTROS,SUPLENTE,1977,39
2016,SALVADOR,VEREADOR,14177,CELSO ANTONIO CARDOSO DOS SANTOS,CELSO CARDOSO,#NULO#,APTO,COLIGAÇÃO,PTB,PARTIDO TRABALHISTA BRASILEIRO,#NULO#,#NULO#,#NULO#,50000001645,Decência e Trabalho,PTB / PPS,BA,1976-05-03,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PARDA,SERVIDOR PÚBLICO MUNICIPAL,SUPLENTE,1976,40
2016,SALVADOR,VEREADOR,33500,OSVALDO FRANCISCO ITAPARICA,OSVALDO ITAPARICA,#NULO#,APTO,COLIGAÇÃO,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,#NULO#,#NULO#,#NULO#,50000001733,JUNTOS POR SALVADOR,PRP / PMN,BA,1963-12-14,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PRETA,COMERCIANTE,NÃO ELEITO,1963,53
2016,SALVADOR,VEREADOR,43190,JADILSON DE JESUS FERREIRA,PROF.JADILSON FERREIRA,#NULO#,APTO,COLIGAÇÃO,PV,PARTIDO VERDE,#NULO#,#NULO#,#NULO#,50000001055,SALVADOR SOLIDÁRIO E SUSTENTÁVEL,SD / PV,BA,1970-01-13,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PRETA,POLICIAL CIVIL,SUPLENTE,1970,46
2016,SALVADOR,VEREADOR,45010,CEZAR FERREIRA LEITE,CEZAR LEITE,#NULO#,APTO,PARTIDO ISOLADO,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,#NULO#,#NULO#,#NULO#,50000000340,PARTIDO ISOLADO,PSDB,BA,1974-04-13,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,MÉDICO,ELEITO POR MÉDIA,1974,42
2016,SALVADOR,VEREADOR,25420,DIOMÁRIO SILVA NASCIMENTO,PASTOR DIOMÁRIO NASCIMENTO,#NULO#,APTO,COLIGAÇÃO,DEM,DEMOCRATAS,#NULO#,#NULO#,#NULO#,50000000986,AMOR POR SALVADOR,DEM / PRB / PMB,BA,1965-03-05,MASCULINO,SUPERIOR COMPLETO,DIVORCIADO(A),PRETA,POLICIAL CIVIL,SUPLENTE,1965,51
2016,SALVADOR,VEREADOR,18000,JOÃO BATISTA ALEXANDRINO,PASTOR JOÃO BATISTA,#NULO#,APTO,COLIGAÇÃO,REDE,REDE SUSTENTABILIDADE,#NULO#,#NULO#,#NULO#,50000001670,AGORA É COM A GENTE,PSOL / REDE,BA,1960-06-23,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PRETA,OUTROS,SUPLENTE,1960,56
2016,SALVADOR,PREFEITO,28,ROGERIO TADEU DA LUZ,DA LUZ,#NULO#,APTO,PARTIDO ISOLADO,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,#NULO#,#NULO#,#NULO#,50000002155,PARTIDO ISOLADO,PRTB,SP,1968-02-12,MASCULINO,SUPERIOR COMPLETO,CASADO(A),BRANCA,ANALISTA DE SISTEMAS,NÃO ELEITO,1968,48
2016,SALVADOR,VEREADOR,22123,ADRIANO FREITAS DOS SANTOS,ADRIANO FREITAS,#NULO#,APTO,COLIGAÇÃO,PR,PARTIDO DA REPÚBLICA,#NULO#,#NULO#,#NULO#,50000001063,SALVADOR MERECE MAIS,PR / PP,BA,1991-02-27,MASCULINO,ENSINO MÉDIO COMPLETO,SOLTEIRO(A),PARDA,OUTROS,NÃO ELEITO,1991,25
2016,SALVADOR,VEREADOR,12311,EDNA SANTOS PEREIRA,EDNA SANTOS,#NULO#,APTO,COLIGAÇÃO,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,#NULO#,#NULO#,#NULO#,50000002607,AGORA É O NOVO,PDT / PROS / PSL,BA,1959-10-15,FEMININO,SUPERIOR COMPLETO,CASADO(A),PARDA,ADVOGADO,SUPLENTE,1959,57
2016,SALVADOR,VEREADOR,20312,BÁRBARA SANTOS LIMA,BÁRBARA LIMA,#NULO#,APTO,PARTIDO ISOLADO,PSC,PARTIDO SOCIAL CRISTÃO,#NULO#,#NULO#,#NULO#,50000001047,PARTIDO ISOLADO,PSC,BA,1976-12-03,FEMININO,SUPERIOR INCOMPLETO,SOLTEIRO(A),PRETA,PRODUTOR DE ESPETÁCULOS PÚBLICOS,SUPLENTE,1976,40
2016,SALVADOR,VEREADOR,19062,FERNANDA ALMEIDA ADORNO,FERNANDA ADORNO,#NULO#,APTO,PARTIDO ISOLADO,PTN,PARTIDO TRABALHISTA NACIONAL,#NULO#,#NULO#,#NULO#,50000001056,PARTIDO ISOLADO,PTN,BA,1986-08-02,FEMININO,ENSINO MÉDIO INCOMPLETO,SOLTEIRO(A),PARDA,OUTROS,SUPLENTE,1986,30
2016,SALVADOR,VEREADOR,20121,CÉSAR ALVES DA ANUNCIAÇÃO,CÉSAR ALVES,#NULO#,APTO,PARTIDO ISOLADO,PSC,PARTIDO SOCIAL CRISTÃO,#NULO#,#NULO#,#NULO#,50000001047,PARTIDO ISOLADO,PSC,BA,1982-09-30,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,SUPLENTE,1982,34
2016,SALVADOR,VEREADOR,36999,ARMANDO RICARDO MATTO GROSSO DA SILVA,ARMANDO DA GELADEIRA,#NULO#,APTO,PARTIDO ISOLADO,PTC,PARTIDO TRABALHISTA CRISTÃO,#NULO#,#NULO#,#NULO#,50000001834,PARTIDO ISOLADO,PTC,BA,1964-05-19,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),BRANCA,EMPRESÁRIO,NÃO ELEITO,1964,52
2016,SALVADOR,VEREADOR,13700,JOSÉ PINHEIRO ALMEIDA LIMA,PINHEIRO,#NULO#,APTO,COLIGAÇÃO,PT,PARTIDO DOS TRABALHADORES,#NULO#,#NULO#,#NULO#,50000002073,"AVANÇA, SALVADOR!",PC do B / PSD / PT,BA,1957-04-30,MASCULINO,SUPERIOR INCOMPLETO,CASADO(A),PARDA,QUÍMICO,SUPLENTE,1957,59
2016,SALVADOR,VEREADOR,54777,PAULO AUGUSTO DE MATOS,PAULO MATOS,#NULO#,APTO,PARTIDO ISOLADO,PPL,PARTIDO PÁTRIA LIVRE,#NULO#,#NULO#,#NULO#,50000002526,PARTIDO ISOLADO,PPL,BA,1963-09-29,MASCULINO,ENSINO MÉDIO COMPLETO,CASADO(A),PRETA,OPERADOR DE APARELHOS DE PRODUÇÃO INDUSTRIAL,NÃO ELEITO,1963,53
2016,SALVADOR,VEREADOR,17177,EDVAN ALVES SANTOS,EDVAN ALVES,#NULO#,APTO,COLIGAÇÃO,PSL,PARTIDO SOCIAL LIBERAL,#NULO#,#NULO#,#NULO#,50000002607,AGORA É O NOVO,PDT / PROS / PSL,BA,1981-03-31,MASCULINO,SUPERIOR COMPLETO,CASADO(A),PARDA,AGENTE DE SAÚDE E SANITARISTA,SUPLENTE,1981,35
2016,SALVADOR,VEREADOR,70036,ALIDALVA SANTOS DE JESUS,LIKA,#NULO#,APTO,COLIGAÇÃO,PT do B,PARTIDO TRABALHISTA DO BRASIL,#NULO#,#NULO#,#NULO#,50000002074,PRA FRENTE SALVADOR,PHS / PT do B,BA,1963-10-09,FEMININO,ENSINO MÉDIO COMPLETO,VIÚVO(A),PRETA,CABELEIREIRO E BARBEIRO,SUPLENTE,1963,53
2016,SALVADOR,VEREADOR,51170,LARISSA INGRID SANTOS DA SILVA,LARISSA INGRID,#NULO#,APTO,PARTIDO ISOLADO,PATRIOTA,PARTIDO ECOLÓGICO NACIONAL,#NULO#,#NULO#,#NULO#,50000001652,PARTIDO ISOLADO,PATRIOTA,BA,1994-09-02,FEMININO,SUPERIOR INCOMPLETO,SOLTEIRO(A),PRETA,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",SUPLENTE,1994,22
2016,SALVADOR,VEREADOR,11223,LUCIANO PEREIRA DE LIMA,LUCIANO LIMA,#NULO#,APTO,COLIGAÇÃO,PP,PARTIDO PROGRESSISTA,#NULO#,#NULO#,#NULO#,50000001063,SALVADOR MERECE MAIS,PR / PP,BA,1974-11-02,MASCULINO,SUPERIOR COMPLETO,SOLTEIRO(A),PARDA,POLICIAL MILITAR,NÃO ELEITO,1974,42
